time,bid,ask
1526128333788,8558.1,8558.2
1526128337918,8558.1,8558.2
1526128341719,8558.1,8558.2
1526128408405,8554.4,8554.5
1526128412337,8554.4,8554.5
1526128415370,8554.9,8555
1526128419460,8554.9,8555
1526128423333,8554.9,8555
1526128427347,8554.9,8555
1526128430659,8554.9,8555
1526128434411,8554.9,8555
1526128437016,8554.9,8555
1526128504537,8565.9,8566
1526128507834,8564,8564.1
1526128511223,8564,8564.1
1526128515527,8564,8564.1
1526128518778,8564,8564.2
1526128523151,8564,8564.2
1526128526566,8564,8564.2
1526128530503,8564.1,8564.2
1526128534775,8564.1,8564.2
1526128604467,8561.9,8564.2
1526128608256,8560.5,8564.2
1526128612154,8561.3,8562.3
1526128615538,8560.4,8562.3
1526128619499,8560.4,8562.3
1526128622241,8559.4,8562.2
1526128625911,8557.1,8560
1526128630073,8555.9,8558
1526128633609,8556,8560
1526128637580,8557.2,8558.3
1526128641899,8556.4,8556.5
1526128645774,8556.7,8556.8
1526128719763,8560.6,8560.7
1526128722637,8560.6,8560.7
1526128726592,8560.6,8560.7
1526128730438,8556.6,8557.9
1526128734842,8556.6,8557
1526128738355,8556.6,8556.7
1526128741968,8556.6,8556.7
1526128745198,8556.6,8556.7
1526128748813,8556.7,8557.2
1526128751837,8556.9,8557.2
1526128756958,8557.2,8558.2
1526128823085,8557.7,8557.8
1526128826172,8556.5,8556.7
1526128830621,8556.5,8556.6
1526128834523,8556.5,8556.6
1526128836651,8557.7,8558.1
1526128841367,8559.3,8560.8
1526128844615,8558.2,8560.8
1526128849459,8558.7,8559.1
1526128852392,8556.5,8558.5
1526128923435,8556.6,8556.7
1526128926132,8556.6,8556.7
1526128930160,8556.6,8556.7
1526128934090,8556.6,8556.7
1526128937862,8558.2,8558.3
1526128941631,8559.8,8560.3
1526128945157,8560.1,8560.3
1526128949749,8560.1,8560.2
1526128952609,8560.2,8560.3
1526129022968,8565.6,8566
1526129026665,8566.2,8567
1526129030570,8566.9,8567
1526129034156,8566.9,8567
1526129038161,8566.2,8566.9
1526129041246,8566.8,8566.9
1526129045485,8566.4,8566.9
1526129049242,8566.1,8566.6
1526129052311,8566.2,8566.3
1526129056299,8566.3,8566.6
1526129122750,8567.7,8569.9
1526129126933,8566.8,8569.2
1526129130023,8566.7,8569.1
1526129132918,8566.8,8569
1526129137773,8569.1,8569.2
1526129141093,8568.1,8569.7
1526129144840,8568.1,8569.7
1526129149302,8569.4,8569.6
1526129152224,8569.8,8569.9
1526129219817,8573.9,8574
1526129223742,8573.9,8574
1526129227736,8573.9,8574
1526129231841,8573.9,8574
1526129235561,8573.9,8574
1526129239019,8574.1,8574.2
1526129242246,8574.1,8574.2
1526129245972,8574.1,8574.2
1526129250842,8574.1,8574.2
1526129321298,8595.5,8596
1526129324211,8597.4,8598
1526129329050,8597.9,8598
1526129331908,8598.2,8599.9
1526129336701,8599.9,8600
1526129339400,8599.9,8600
1526129343960,8599.9,8600
1526129347095,8599.9,8600
1526129351241,8599.9,8600
1526129354610,8599.9,8600
1526129420722,8608.5,8608.6
1526129424622,8608.5,8608.6
1526129427617,8608.5,8608.6
1526129432124,8606.2,8606.9
1526129435679,8606.6,8606.7
1526129438953,8606.6,8606.7
1526129443446,8604.5,8604.6
1526129446707,8602.7,8602.8
1526129449990,8602.7,8602.8
1526129518605,8608.2,8608.3
1526129522358,8608.2,8610.1
1526129526105,8608.9,8609.9
1526129529613,8609,8610.1
1526129533549,8609.7,8610.1
1526129537087,8609.3,8610.1
1526129540454,8609.8,8610.1
1526129540454,8609.8,8610.1
1526129548048,8612.6,8612.7
1526129552218,8612.6,8612.7
1526129556293,8612.6,8612.7
1526129622866,8623.6,8623.7
1526129625951,8623.7,8625
1526129629969,8624.1,8625.3
1526129632965,8624.8,8625.2
1526129637078,8626,8626.1
1526129641074,8626,8626.1
1526129645241,8626.1,8626.2
1526129648283,8626.1,8626.2
1526129652175,8626,8626.1
1526129656302,8629.5,8629.6
1526129659474,8629.2,8629.6
1526129663894,8631.5,8631.6
1526129731004,8615,8615.1
1526129734966,8614.9,8615
1526129737983,8614,8614.1
1526129741529,8610.4,8613.6
1526129745173,8610,8610.1
1526129748631,8610,8610.1
1526129753064,8610,8610.1
1526129756748,8610,8610.1
1526129826796,8613.7,8616.9
1526129830963,8613.7,8613.8
1526129834030,8613.7,8613.8
1526129837203,8613.7,8613.8
1526129841774,8613.8,8614.8
1526129845775,8617.7,8618
1526129848838,8617.7,8618
1526129852617,8617.9,8618
1526129856431,8617.9,8618
