timestamp,buy_exchange,sell_exchange,profit_usd,volume_usd,volume_btc
1530533826.568231,gdax,livecoin,237.2737407920361,10030.0,1.5809503038859594
1530533826.568231,kraken,livecoin,214.59051772356213,10026.0,1.5768413301587803
1530534817.172201,bitfinex,livecoin,225.62419958667508,10020.000000000002,1.5785319652722969
1530534817.172201,bitstamp,livecoin,228.40353057237763,10025.0,1.5797305563477895
1530534817.172201,cex,livecoin,195.65335319389766,10025.0,1.574684612114437
1530534817.172201,exmo,livecoin,232.604390513147,10020.000000000002,1.579607429803255
1530534817.172201,gdax,livecoin,225.98508612770124,10029.999999999998,1.580128306418481
1530534817.172201,kraken,livecoin,215.28405492501457,10026.0,1.5778632626978242
1530534847.2082148,bitfinex,livecoin,42.11433348153473,2704.5814020018606,0.42617557999999994
1530534847.2082148,bitstamp,livecoin,42.93512633983604,2703.760609143559,0.42617557999999994
1530534847.2082148,cex,livecoin,34.88941628136699,2574.6020166087546,0.40463557999999994
1530534847.2082148,exmo,livecoin,44.516716360848115,2702.179019122547,0.42617557999999994
1530534847.2082148,gdax,livecoin,41.52763696434906,2705.168098519046,0.42617557999999994
1530534847.2082148,kraken,livecoin,38.72429478664337,2707.9714406967514,0.42617557999999994
1530534871.356609,bitfinex,livecoin,74.42644009486818,4269.59803238625,0.6727837500000001
1530534871.356609,bitstamp,livecoin,69.2243864244312,4274.800086056689,0.67278375
1530534871.356609,cex,livecoin,63.559638736282814,4143.260531151563,0.65124375
1530534871.356609,exmo,livecoin,78.34426873953782,4265.680203741581,0.6727837499999999
1530534871.356609,gdax,livecoin,74.692472937,4269.331999544118,0.6727837500000001
1530534871.356609,kraken,livecoin,69.06081841794366,4274.9636540631745,0.6727837500000001
1530534877.5016527,bitfinex,livecoin,74.42644009486818,4269.59803238625,0.6727837500000001
1530534877.5016527,bitstamp,livecoin,75.31750853255575,4268.706963948562,0.6727837500000001
1530534877.5016527,cex,livecoin,62.7815840753453,4144.0385858125,0.6512437500000001
1530534877.5016527,exmo,livecoin,78.41429865633432,4265.610173824784,0.67278375
1530534877.5016527,gdax,livecoin,74.9024749650193,4269.121997516098,0.6727837500000001
1530534877.5016527,kraken,livecoin,71.86979456649354,4272.154677914626,0.6727837500000001
1530534907.538179,bitfinex,livecoin,230.6687917016617,10020.000000000002,1.578606847995959
1530534907.538179,bitstamp,livecoin,232.68718442283398,10025.0,1.5796876831138134
1530534907.538179,cex,livecoin,205.68663519361758,10025.0,1.5755295883807754
1530534907.538179,exmo,livecoin,239.04252296620427,10020.0,1.5798964057590767
1530534907.538179,gdax,livecoin,231.36020690698172,10029.999999999996,1.5802533299573647
1530534907.538179,kraken,livecoin,226.77203397859165,10026.0,1.5789307480973886
1530534946.5795298,bitfinex,livecoin,230.43147432546704,10020.0,1.5785703010307977
1530534946.5795298,bitstamp,livecoin,231.00578075057487,10025.0,1.579428746316107
1530534946.5795298,cex,livecoin,204.96156245304394,10025.0,1.5754179269061122
1530534946.5795298,exmo,livecoin,237.88340306459588,10020.0,1.57971790085842
1530534946.5795298,gdax,livecoin,231.33229834726345,10029.999999999996,1.5802490320286748
1530534946.5795298,kraken,livecoin,224.5090266107518,10025.999999999998,1.5785822441118897
1530534961.6027253,bitfinex,livecoin,227.75607985480977,10019.999999999998,1.5781582892764143
1530534961.6027253,bitstamp,livecoin,229.4047745629494,10024.999999999998,1.5791821907612618
1530534961.6027253,cex,livecoin,205.46893034173942,10025.0,1.5754960617517328
1530534961.6027253,exmo,livecoin,236.9891547037965,10020.0,1.5795801862746348
1530534961.6027253,gdax,livecoin,229.80267863475444,10029.999999999995,1.5800134700178377
1530534961.6027253,kraken,livecoin,224.3474215018273,10025.999999999998,1.5785573568643545
1530534976.5787425,bitfinex,livecoin,72.17456764526204,4274.4104374301405,0.6732231800000003
1530534976.5787425,bitstamp,livecoin,68.65144054012043,4277.93356453528,0.6732231800000003
1530534976.5787425,cex,livecoin,63.71643226781369,4145.664270214315,0.6516831800000001
1530534976.5787425,exmo,livecoin,76.56798828066061,4270.017016794741,0.6732231800000001
1530534976.5787425,gdax,livecoin,72.51557065072738,4274.069434424674,0.6732231800000003
1530534976.5787425,kraken,livecoin,70.69800593364913,4275.886999141752,0.6732231800000003
1530534991.5824287,bitfinex,livecoin,74.29141864526204,4369.648032430141,0.68822318
1530534991.5824287,bitstamp,livecoin,72.67368327204179,4371.265767803361,0.68822318
1530534991.5824287,cex,livecoin,64.44438471950409,4242.290763762624,0.6666831799999999
1530534991.5824287,exmo,livecoin,78.7825343224631,4365.156916752939,0.6882231799999999
1530534991.5824287,gdax,livecoin,75.76342479380527,4368.176026281598,0.68822318
1530534991.5824287,kraken,livecoin,69.7678927684694,4374.171558306934,0.68822318
1530535006.5798602,bitfinex,livecoin,74.29141864526204,4369.648032430141,0.68822318
1530535006.5798602,bitstamp,livecoin,75.79497238411355,4368.144478691289,0.68822318
1530535006.5798602,cex,livecoin,64.86912214106901,4241.86602634106,0.66668318
1530535006.5798602,exmo,livecoin,78.78253433619741,4365.1569167392045,0.6882231799999999
1530535006.5798602,gdax,livecoin,75.76342479380527,4368.176026281598,0.68822318
1530535006.5798602,kraken,livecoin,71.68107905722043,4372.258372018183,0.68822318
1530535021.5850723,bitfinex,livecoin,219.78932221888624,10020.0,1.5781582892764143
1530535021.5850723,bitstamp,livecoin,222.1635154116005,10024.999999999998,1.5792948088185645
1530535021.5850723,cex,livecoin,196.68826123139576,10025.000000000002,1.5753685319418413
1530535021.5850723,exmo,livecoin,228.94525911850337,10020.0,1.5795694133060088
1530535021.5850723,gdax,livecoin,222.51700137107946,10030.0,1.5801198945265966
1530535021.5850723,kraken,livecoin,213.82024617920646,10025.999999999996,1.5781630553144477
1530535036.590552,bitfinex,livecoin,73.72145242727726,4370.217988845696,0.6881934800000001
1530535036.590552,bitstamp,livecoin,75.70219669591145,4368.237244577062,0.6881934800000001
1530535036.590552,cex,livecoin,65.03435903717035,4241.700779642529,0.6666534800000001
1530535036.590552,exmo,livecoin,78.9709016044316,4364.968539668541,0.6881934800000001
1530535036.590552,gdax,livecoin,75.5722799723894,4368.367161300584,0.6881934800000001
1530535036.590552,kraken,livecoin,71.25057278457882,4372.688868488395,0.6881934800000001
1530536034.2857254,bitfinex,livecoin,213.0056975082488,10020.0,1.576541068894845
1530536034.2857254,bitstamp,livecoin,222.5194635936441,10024.999999999998,1.5787771224086853
1530536034.2857254,cex,livecoin,203.36156948215563,10024.999999999998,1.5758255744649103
1530536034.2857254,exmo,livecoin,216.23578395254083,10020.0,1.5770387099689305
1530536034.2857254,gdax,livecoin,214.95787914835472,10029.999999999998,1.5783824736410126
1530536034.2857254,kraken,livecoin,204.44271675125822,10026.0,1.5761462050053585
1530536048.9022539,bitfinex,livecoin,213.00567554784877,10020.0,1.5765410688948447
1530536048.9022539,bitstamp,livecoin,221.47671503232505,10024.999999999998,1.5786164754431602
1530536048.9022539,cex,livecoin,202.5416776628408,10025.0,1.5756992617719723
1530536048.9022539,exmo,livecoin,216.23576199214085,10020.0,1.5770387099689305
1530536048.9022539,gdax,livecoin,214.95785718795474,10029.999999999998,1.5783824736410126
1530536048.9022539,kraken,livecoin,206.9466789976515,10026.0,1.5765319796314103
1530536064.3156135,bitfinex,livecoin,216.94940933201354,10020.0,1.576541068894845
1530536064.3156135,bitstamp,livecoin,228.1150962588031,10024.999999999998,1.5790316244710896
1530536064.3156135,cex,livecoin,206.84688239527384,10025.0,1.5757549515480975
1530536064.3156135,exmo,livecoin,220.17949577630557,10020.0,1.5770387099689305
1530536064.3156135,gdax,livecoin,218.90159097211946,10029.999999999998,1.5783824736410126
1530536064.3156135,kraken,livecoin,211.26505557095106,10025.999999999998,1.5765896987182517
1530536078.924971,bitfinex,livecoin,217.22735329449745,10020.0,1.576541068894845
1530536078.924971,bitstamp,livecoin,225.44983319314736,10025.0,1.5785781186250425
1530536078.924971,cex,livecoin,207.6555621413144,10025.0,1.5758367406594083
1530536078.924971,exmo,livecoin,220.49645759077058,10020.0,1.577044705737234
1530536078.924971,gdax,livecoin,219.1799025526469,10029.999999999998,1.5783824736410126
1530536078.924971,kraken,livecoin,211.60037799086666,10025.999999999998,1.576598536923756
1530536094.313512,bitfinex,livecoin,47.519570780545806,3255.4334053585794,0.51220803
1530536094.313512,bitstamp,livecoin,50.01841607050288,3252.9345600686224,0.51220803
1530536094.313512,cex,livecoin,45.070317330037525,3120.678356215815,0.49066803000000003
1530536094.313512,exmo,livecoin,50.42590593686112,3252.5270702022644,0.51220803
1530536094.313512,gdax,livecoin,48.07234568652185,3254.8806304526033,0.51220803
1530536094.313512,kraken,livecoin,45.49627483207405,3120.252398713778,0.49066803000000003
1530536108.963234,bitfinex,livecoin,46.660235621504896,3214.888577658779,0.5058287300000001
1530536108.963234,bitstamp,livecoin,49.72125818109967,3211.827555099184,0.5058287300000001
1530536108.963234,cex,livecoin,43.462089295926496,3080.8824213910857,0.48428873000000006
1530536108.963234,exmo,livecoin,49.603022799414056,3211.9457904808714,0.5058287300000001
1530536108.963234,gdax,livecoin,47.50546025447303,3214.043353025812,0.5058287300000001
1530536108.963234,kraken,livecoin,44.65993883573714,3079.6845718512736,0.48428873000000006
1530536124.342274,bitfinex,livecoin,46.32229564579423,3198.945212214059,0.50332021
1530536124.342274,bitstamp,livecoin,49.42868731787226,3195.8388205419824,0.50332021
1530536124.342274,cex,livecoin,43.477235769403414,3064.585969497178,0.48178021000000004
1530536124.342274,exmo,livecoin,49.26500494709124,3196.002502912763,0.50332021
1530536124.342274,gdax,livecoin,47.875139157686434,3197.3923687021693,0.50332021
1530536124.342274,kraken,livecoin,44.37912350472115,3063.6840817618604,0.48178021000000004
1530536138.9880507,bitfinex,livecoin,215.99251069918117,10019.999999999998,1.5765410688948447
1530536138.9880507,bitstamp,livecoin,216.01454630555796,10024.999999999996,1.5773148091976918
1530536138.9880507,cex,livecoin,205.3265543230484,10025.0,1.575668120324583
1530536138.9880507,exmo,livecoin,222.1170741199562,10020.0,1.5774846746211721
1530536138.9880507,gdax,livecoin,219.4071514409016,10029.999999999998,1.5786078499779794
1530536138.9880507,kraken,livecoin,210.36469380862857,10026.0,1.5765984107964937
1530536154.3774524,bitfinex,livecoin,215.99251069918117,10019.999999999998,1.5765410688948447
1530536154.3774524,bitstamp,livecoin,219.16273960822258,10024.999999999998,1.5777998483790814
1530536154.3774524,cex,livecoin,205.97566253584904,10025.0,1.5757681278164686
1530536154.3774524,exmo,livecoin,222.15602470920376,10020.0,1.5774906757018259
1530536154.3774524,gdax,livecoin,219.39180298394552,10030.0,1.5786054852556508
1530536154.3774524,kraken,livecoin,210.291654500085,10025.999999999998,1.5765871576989168
1530536169.0209136,bitfinex,livecoin,216.64612929434247,10020.0,1.5765410688948447
1530536169.0209136,bitstamp,livecoin,225.74900016368943,10024.999999999998,1.5787138849464892
1530536169.0209136,cex,livecoin,203.39052555556583,10025.0,1.5752691357908821
1530536169.0209136,exmo,livecoin,220.81325252635637,10020.000000000002,1.5771830936521856
1530536169.0209136,gdax,livecoin,219.55206007736624,10030.0,1.5785294735130648
1530536169.0209136,kraken,livecoin,210.94609169761554,10026.000000000002,1.5765872838202144
1530536184.053527,bitfinex,livecoin,75.25141401118462,4376.113721817779,0.6885352300000002
1530536184.053527,bitstamp,livecoin,75.06256601097651,4376.302569817986,0.6885352300000002
1530536184.053527,cex,livecoin,70.42602670089579,4243.734806534795,0.6669952300000002
1530536184.053527,exmo,livecoin,79.58783176831349,4371.777304060651,0.68853523
1530536184.053527,gdax,livecoin,76.99890861694912,4374.3662272120155,0.6885352300000002
1530536184.053527,kraken,livecoin,72.61075623685694,4241.550076998835,0.6669952300000002
1530536199.0261586,bitfinex,livecoin,218.99389151896588,10020.0,1.5765410688948447
1530536199.0261586,bitstamp,livecoin,228.11663053733267,10025.0,1.5787163772879544
1530536199.0261586,cex,livecoin,205.73612938602776,10025.0,1.5752691357908821
1530536199.0261586,exmo,livecoin,223.10153115206998,10020.000000000002,1.577173763654561
1530536199.0261586,gdax,livecoin,222.26538791020732,10030.0,1.5785852614166669
1530536199.0261586,kraken,livecoin,213.47800867241017,10026.0,1.5766156368738866
1530536214.2233377,bitfinex,livecoin,218.99389151896588,10020.0,1.5765410688948447
1530536214.2233377,bitstamp,livecoin,228.13281159897377,10025.0,1.5787188696372894
1530536214.2233377,cex,livecoin,205.77789658544904,10025.0,1.5752755691420428
1530536214.2233377,exmo,livecoin,225.10260979642263,10020.0,1.5774819873755168
1530536214.2233377,gdax,livecoin,221.9918487706554,10030.0,1.5785431285141658
1530536214.2233377,kraken,livecoin,213.47800867241017,10026.0,1.5766156368738866
1530536229.4853468,bitfinex,livecoin,218.99389151896588,10020.0,1.5765410688948447
1530536229.4853468,bitstamp,livecoin,228.1975363564454,10024.999999999998,1.5787288391133225
1530536229.4853468,cex,livecoin,205.77789658544904,10025.0,1.5752755691420428
1530536229.4853468,exmo,livecoin,223.158624451902,10020.0,1.5771825576664134
1530536229.4853468,gdax,livecoin,222.46984951342216,10029.999999999998,1.5786167543898757
1530536229.4853468,kraken,livecoin,213.47800867241017,10026.0,1.5766156368738866
1530536244.448266,bitfinex,livecoin,215.3662306668357,10019.999999999998,1.5765410688948445
1530536244.448266,bitstamp,livecoin,228.0500344465786,10024.999999999998,1.5792648837818968
1530536244.448266,cex,livecoin,201.2734006096716,10025.0,1.5751405112895
1530536244.448266,exmo,livecoin,219.53098103013963,10020.0,1.5771825603511918
1530536244.448266,gdax,livecoin,217.8931150386642,10029.999999999996,1.5784705697287913
1530536244.448266,kraken,livecoin,209.85034782028,10026.0,1.5766156368738866
1530536319.245903,bitfinex,livecoin,218.8942678279856,10020.0,1.5765410688948447
1530536319.245903,bitstamp,livecoin,230.16410071668554,10025.0,1.5790470144987951
1530536319.245903,cex,livecoin,205.46919098084925,10025.000000000002,1.5752434044115982
1530536319.245903,exmo,livecoin,225.08715506114237,10019.999999999998,1.5774949224865717
1530536319.245903,gdax,livecoin,224.9596080720492,10030.0,1.5790155177128495
1530536319.245903,kraken,livecoin,214.06042354604844,10026.0,1.5767206849250273
1530536349.237963,bitfinex,livecoin,219.18131836161987,10020.0,1.5765410688948447
1530536349.237963,bitstamp,livecoin,231.88240300945128,10024.999999999998,1.5792673778634092
1530536349.237963,cex,livecoin,205.08792908981513,10025.000000000002,1.5751405112895003
1530536349.237963,exmo,livecoin,223.41236499379545,10020.0,1.5771927318075534
1530536349.237963,gdax,livecoin,222.6576855599359,10030.0,1.5786166897670912
1530536349.237963,kraken,livecoin,214.9339755088429,10025.999999999998,1.5768110119516887
1530536363.9043345,bitfinex,livecoin,219.18131836161987,10020.0,1.5765410688948447
1530536363.9043345,bitstamp,livecoin,227.12377378011143,10025.0,1.5785344570393955
1530536363.9043345,cex,livecoin,205.08792908981513,10025.000000000002,1.5751405112895003
1530536363.9043345,exmo,livecoin,223.41239856469247,10020.0,1.5771927369781202
1530536363.9043345,gdax,livecoin,222.77928666703608,10030.0,1.5786354186865594
1530536363.9043345,kraken,livecoin,215.06670135605168,10026.0,1.5768314542960313
1530536379.3082905,bitfinex,livecoin,219.18131836161987,10020.0,1.5765410688948447
1530536379.3082905,bitstamp,livecoin,231.75285801531507,10025.0,1.5792474254318847
1530536379.3082905,cex,livecoin,205.08792908981513,10025.000000000002,1.5751405112895003
1530536379.3082905,exmo,livecoin,225.41380543153312,10020.0,1.577500992296897
1530536379.3082905,gdax,livecoin,223.42700023097876,10030.0,1.5787351790873243
1530536379.3082905,kraken,livecoin,215.5010691732727,10026.0,1.5768983553305898
1530536409.3380141,bitfinex,livecoin,215.99571180829278,10020.0,1.5765410688948447
1530536409.3380141,bitstamp,livecoin,219.40340713359646,10025.0,1.5778360163868415
1530536409.3380141,cex,livecoin,201.81883952066812,10025.0,1.5751276532924179
1530536409.3380141,exmo,livecoin,220.1039159276699,10020.0,1.5771738116876273
1530536409.3380141,gdax,livecoin,220.90048136921266,10030.0,1.5788366913234568
1530536409.3380141,kraken,livecoin,212.4602211454528,10026.0,1.576920650939826
1530536423.9208264,bitfinex,livecoin,215.99573394727318,10020.000000000002,1.576541068894845
1530536423.9208264,bitstamp,livecoin,230.41359884657268,10025.000000000002,1.5795317951852714
1530536423.9208264,cex,livecoin,201.90234467546844,10025.000000000002,1.5751405112895003
1530536423.9208264,exmo,livecoin,220.18911806771587,10019.999999999998,1.5771869310532178
1530536423.9208264,gdax,livecoin,221.0488000212015,10029.999999999998,1.5788595318511118
1530536423.9208264,kraken,livecoin,212.56303536921098,10025.999999999998,1.5769364829065218
1530536439.0347447,bitfinex,livecoin,222.56020551478923,10020.0,1.5765410688948447
1530536439.0347447,bitstamp,livecoin,229.92417539478467,10025.0,1.578445359091831
1530536439.0347447,cex,livecoin,208.46681624298452,10025.0,1.5751405112894998
1530536439.0347447,exmo,livecoin,229.97156607776756,10020.0,1.5776825615871912
1530536439.0347447,gdax,livecoin,226.09230565003878,10030.0,1.5786252737159745
1530536439.0347447,kraken,livecoin,217.06825694849522,10026.0,1.5766193186296922
1530536469.3217032,bitfinex,livecoin,218.64598872266538,10020.0,1.5765410688948447
1530536469.3217032,bitstamp,livecoin,234.6515770702957,10025.0,1.579776335266453
1530536469.3217032,cex,livecoin,204.55259945086067,10025.000000000002,1.5751405112895003
1530536469.3217032,exmo,livecoin,226.07383505496,10020.0,1.5776851007141228
1530536469.3217032,gdax,livecoin,224.30711986063662,10029.999999999998,1.5789531856169994
1530536469.3217032,kraken,livecoin,214.85040053645082,10026.0,1.5768805908969084
1530536483.9511015,bitfinex,livecoin,218.44178154000252,10020.0,1.5765410688948447
1530536483.9511015,bitstamp,livecoin,232.73005806227715,10024.999999999998,1.5795118360719436
1530536483.9511015,cex,livecoin,204.3483922681978,10025.0,1.5751405112894998
1530536483.9511015,exmo,livecoin,224.8814089249381,10020.000000000002,1.5775328959067514
1530536483.9511015,gdax,livecoin,224.10291267797382,10029.999999999998,1.5789531856169996
1530536483.9511015,kraken,livecoin,214.86420285959784,10025.999999999998,1.5769141685721044
1530536500.265578,bitfinex,livecoin,218.4417899416523,10020.0,1.5765410688948447
1530536500.265578,bitstamp,livecoin,232.73006646392693,10024.999999999998,1.5795118360719436
1530536500.265578,cex,livecoin,204.3484006698476,10025.0,1.5751405112894998
1530536500.265578,exmo,livecoin,224.88143465195208,10020.0,1.5775328985751917
1530536500.265578,gdax,livecoin,224.10292107962357,10029.999999999998,1.5789531856169996
1530536500.265578,kraken,livecoin,215.34940642834502,10025.999999999998,1.5769888980003786
1530536522.533316,bitfinex,livecoin,221.98365861163484,10020.0,1.5765410688948447
1530536522.533316,bitstamp,livecoin,235.8669925631534,10024.999999999996,1.5794494670937496
1530536522.533316,cex,livecoin,207.89026933983013,10025.000000000002,1.5751405112895003
1530536522.533316,exmo,livecoin,229.41163661450275,10019.999999999998,1.5776851209939342
1530536522.533316,gdax,livecoin,227.3362121331432,10030.0,1.578905658703254
1530536522.533316,kraken,livecoin,218.7824897705607,10026.0,1.5769721429584902
1530536529.3866527,bitfinex,livecoin,221.98365861163484,10020.0,1.5765410688948447
1530536529.3866527,bitstamp,livecoin,225.92523893334118,10024.999999999998,1.5779182449893723
1530536529.3866527,cex,livecoin,211.32999772653326,10025.000000000002,1.5756702959064697
1530536529.3866527,exmo,livecoin,226.03166151286283,10020.0,1.5771645395371223
1530536529.3866527,gdax,livecoin,226.00956647390427,10029.999999999998,1.5787013296448458
1530536529.3866527,kraken,livecoin,216.9944170055964,10026.0,1.5766967452123888
1530536545.2098763,bitfinex,livecoin,221.98365861163484,10020.0,1.5765410688948447
1530536545.2098763,bitstamp,livecoin,225.92667760556404,10025.000000000002,1.577918466572686
1530536545.2098763,cex,livecoin,211.32999772653326,10025.000000000002,1.5756702959064697
1530536545.2098763,exmo,livecoin,228.03328544871334,10020.0,1.5774728282887196
1530536545.2098763,gdax,livecoin,225.00798765405136,10030.000000000002,1.5785470671590374
1530536545.2098763,kraken,livecoin,214.3805510598727,10026.0,1.576294159364559
1530536618.831409,bitfinex,livecoin,223.0182944879097,10020.0,1.5765410688948447
1530536618.831409,bitstamp,livecoin,223.41121412575131,10025.0,1.5773716571551155
1530536618.831409,cex,livecoin,212.37312209625463,10025.0,1.5756716300323013
1530536618.831409,exmo,livecoin,227.06654272376562,10020.0,1.5771645581520866
1530536618.831409,gdax,livecoin,220.4483566492966,10030.0,1.5776854068080275
1530536618.831409,kraken,livecoin,220.08542635141626,10026.000000000002,1.577013451924745
1530536639.8153908,bitfinex,livecoin,220.16801364608574,10020.0,1.5760441292356187
1530536639.8153908,bitstamp,livecoin,210.57581623408714,10025.0,1.575336863873738
1530536639.8153908,cex,livecoin,201.31288590165434,10024.999999999996,1.5739102375365233
1530536639.8153908,exmo,livecoin,222.34858659790487,10020.0,1.576379969265894
1530536639.8153908,gdax,livecoin,203.75912920457347,10029.999999999998,1.5750570675814448
1530536639.8153908,kraken,livecoin,220.46172090832096,10026.0,1.577013451924745
1530536661.5385668,bitfinex,livecoin,77.6437688914546,4391.082712903501,0.6895858500000002
1530536661.5385668,bitstamp,livecoin,76.68314132311232,4392.0433404718415,0.6895858500000002
1530536661.5385668,cex,livecoin,79.67548391196522,4075.1778346279684,0.6404419600000001
1530536661.5385668,exmo,livecoin,84.384790679467,4384.341691115486,0.6895858500000002
