8104.00000000,1.76564700,binance,usdt
8105.00000000,1.52216200,binance,usdt
8105.77000000,0.02640300,binance,usdt
8105.95000000,0.08960600,binance,usdt
8106.00000000,0.27621600,binance,usdt
8106.50000000,2.00000000,binance,usdt
8106.92000000,0.00452000,binance,usdt
8107.04000000,0.00300000,binance,usdt
8107.05000000,6.36221600,binance,usdt
8107.77000000,1.00000000,binance,usdt
8108.00000000,0.27842600,binance,usdt
8108.01000000,0.09868600,binance,usdt
8110.05000000,0.00160600,binance,usdt
8110.08000000,0.01000000,binance,usdt
8113.21000000,0.02685100,binance,usdt
8115.00000000,0.11138900,binance,usdt
8115.79000000,12.00000000,binance,usdt
8116.00000000,0.04109000,binance,usdt
8117.40000000,0.00200000,binance,usdt
8117.50000000,10.00000000,binance,usdt
8117.77000000,1.00000000,binance,usdt
8117.81000000,0.00906000,binance,usdt
8118.00000000,0.02851500,binance,usdt
8118.28000000,0.00200000,binance,usdt
8118.99000000,4.00000000,binance,usdt
8119.00000000,6.98191100,binance,usdt
8119.50000000,0.03745600,binance,usdt
8119.99000000,0.00123200,binance,usdt
8120.00000000,1.98089200,binance,usdt
8120.34000000,0.00200000,binance,usdt
8120.59000000,0.04800000,binance,usdt
8120.60000000,0.00124500,binance,usdt
8121.00000000,1.06668600,binance,usdt
8121.90000000,0.00677200,binance,usdt
8122.00000000,0.03609900,binance,usdt
8122.06000000,0.01057900,binance,usdt
8122.30000000,0.00137600,binance,usdt
8123.00000000,0.01824100,binance,usdt
8123.29000000,1.00000000,binance,usdt
8123.30000000,0.00200000,binance,usdt
8123.81000000,0.00200000,binance,usdt
8123.99000000,0.00135400,binance,usdt
8124.26000000,0.00237600,binance,usdt
8124.30000000,0.00200000,binance,usdt
8124.46000000,0.24500000,binance,usdt
8124.90000000,0.01127200,binance,usdt
8125.00000000,0.86487900,binance,usdt
8125.97000000,0.07350000,binance,usdt
8126.00000000,0.09176100,binance,usdt
8126.15000000,0.00738800,binance,usdt
8106.25,8.35200000,bitstamp,usd
8106.35,2.00000000,bitstamp,usd
8106.36,0.14291487,bitstamp,usd
8106.77,0.03800000,bitstamp,usd
8108.80,0.04000000,bitstamp,usd
8109.78,0.64480000,bitstamp,usd
8110.00,3.82798917,bitstamp,usd
8110.37,1.27300000,bitstamp,usd
8110.83,0.02900000,bitstamp,usd
8111.14,4.96070000,bitstamp,usd
8112.86,0.02800000,bitstamp,usd
8113.23,5.00000000,bitstamp,usd
8113.52,0.50250000,bitstamp,usd
8114.89,0.03000000,bitstamp,usd
8115.46,0.05438000,bitstamp,usd
8115.47,3.31509224,bitstamp,usd
8115.79,10.48806624,bitstamp,usd
8116.92,0.02700000,bitstamp,usd
8117.51,2.00000000,bitstamp,usd
8117.55,0.00200000,bitstamp,usd
8117.80,0.00100000,bitstamp,usd
8118.00,0.45050000,bitstamp,usd
8118.48,0.03991990,bitstamp,usd
8118.66,0.00248320,bitstamp,usd
8118.95,0.03700000,bitstamp,usd
8119.29,5.00000000,bitstamp,usd
8119.67,2.00000000,bitstamp,usd
8120.00,4.00000000,bitstamp,usd
8120.46,2.29900000,bitstamp,usd
8120.98,0.04000000,bitstamp,usd
8122.52,1.00000000,bitstamp,usd
8122.55,1.37029000,bitstamp,usd
8123.43,5.21732345,bitstamp,usd
8125.13,0.50150000,bitstamp,usd
8127.12,1.45700000,bitstamp,usd
8127.13,4.81628262,bitstamp,usd
8128.44,0.01000000,bitstamp,usd
8128.45,0.44910000,bitstamp,usd
8130.00,4.00000000,bitstamp,usd
8130.30,0.02072409,bitstamp,usd
8131.42,14.26810000,bitstamp,usd
8131.49,5.24977696,bitstamp,usd
8132.07,0.05000000,bitstamp,usd
8134.00,3.00000000,bitstamp,usd
8134.92,0.01088000,bitstamp,usd
8134.93,0.00247820,bitstamp,usd
8135.01,0.04194243,bitstamp,usd
8135.22,3.75541600,bitstamp,usd
8136.77,0.38190000,bitstamp,usd
8139.45,1.29480000,bitstamp,usd
8095.7,0.39715,cex,usd
8095.8,0.652,cex,usd
8095.9,0.96469758,cex,usd
8098.7,0.8744325,cex,usd
8098.9,0.1972313,cex,usd
8099.0,0.0127766,cex,usd
8100.0,0.18,cex,usd
8105.0,0.05,cex,usd
8106.5,0.3,cex,usd
8106.6,0.4,cex,usd
8110.0,0.01,cex,usd
8114.7,0.2771,cex,usd
8120.0,0.025,cex,usd
8138.0,0.24489224,cex,usd
8140.0,0.231,cex,usd
8142.0,0.11,cex,usd
8142.5,0.18468,cex,usd
8145.0,0.00647429,cex,usd
8146.0,0.21136303,cex,usd
8148.6,0.35156,cex,usd
8149.0,0.1,cex,usd
8149.1,30.0,cex,usd
8150.0,0.14713011,cex,usd
8150.3,28.1333906,cex,usd
