time,bid,ask
1525783064648,9118.53878333,9127
1525783071178,9118.53878332,9127
1525783074993,9118.53878332,9120
1525783079926,9118.53878332,9120
1525783084096,9120,9127
1525783087694,9120,9127
1525783091343,9120,9127
1525783095517,9120,9127
1525783098300,9120,9127
1525783102322,9120,9127
1525783106160,9120,9127
1525783109250,9120,9127
1525783109250,9120,9127
1525783119055,9120,9135.5
1525783123102,9120.00000001,9135.5
1525783125973,9120.00000001,9135.5
1525783130446,9120.00000001,9135.5
1525783134687,9120.00000001,9135.5
1525783137933,9120.00000001,9135.5
1525783141642,9120.00000001,9135.5
1525783145273,9120.00000001,9135.5
1525783148407,9120.00000001,9135.5
1525783153530,9120.00000001,9135.5
1525783157070,9120.00000001,9135.5
1525783161570,9120.00000001,9135.5
1525783164144,9120.00000001,9135.4
1525783171443,9120.00000001,9135.4
1525783177341,9120.00000001,9135.4
1525783181423,9135.4,9143.4
1525783184014,9135.4,9143.5
1525783188862,9135.4,9143.4
1525783193907,9135.4,9143.5
1525783196631,9135.4,9143.4
1525783200009,9135.4,9143.5
1525783200009,9135.4,9143.5
1525783209401,9135.6,9143.4
1525783213331,9135.6,9143.4
1525783216927,9135.6,9143.4
1525783220985,9135.6,9143.4
1525783224994,9135.6,9143.4
1525783229229,9135.6,9143.4
1525783232766,9135.6,9150.7
1525783237244,9135.6,9150.7
1525783242035,9135.6,9150.7
1525783245654,9135.6,9150.7
1525783250028,9135.6,9150.7
1525783254476,9135.6,9154.0999
1525783262182,9135.6,9154.0999
1525783267870,9135.61,9156
1525783269458,9135.61,9156
1525783276270,9135.61000002,9156
1525783279846,9135.61000002,9158.5
1525783285146,9135.72,9158.5
1525783288122,9135.61000002,9158.5
1525783288122,9135.61000002,9158.5
1525783295921,9139,9158.5
1525783300385,9139,9158.5
1525783304330,9139,9158.5
1525783307079,9139,9158.5
1525783307079,9139,9158.5
1525783314230,9139,9158.5
1525783318372,9139,9158.5
1525783322631,9139.00000001,9158.5
1525783326592,9139.00000001,9158.4
1525783329783,9139.00000001,9158.4
1525783334953,9140,9158.4999
1525783339702,9158,9158.4999
1525783342618,9158,9158.5
1525783345478,9158,9158.5
1525783351238,9158,9158.5
1525783354425,9158,9158.5
1525783357560,9158,9158.5
1525783362304,9158,9158.5
1525783365190,9158,9158.5
1525783369038,9158,9158.5
1525783372239,9158,9158.5
1525783372239,9158,9158.5
1525783379736,9158,9158.5
1525783382820,9158,9158.5
1525783386383,9158,9158.5
1525783391022,9158,9158.5
1525783393953,9158,9158.5
1525783397665,9158,9158.5
1525783402792,9158,9158.5
1525783406262,9158,9158.5
1525783410626,9158,9158.5
1525783413803,9158,9158.5
1525783417671,9158,9158.5
1525783421599,9158,9158.5
1525783424378,9158,9158.5
1525783428675,9158,9158.5
1525783432089,9158,9158.5
1525783436251,9158,9158.5
1525783437839,9158,9158.5
1525783441837,9158,9158.5
1525783445087,9158,9158.5
1525783449634,9158,9158.5
1525783454152,9158,9158.5
1525783458878,9158,9158.5
1525783466310,9158,9158.5
1525783470105,9158,9158.5
1525783474138,9158,9158.5
1525783478097,9158,9158.5
1525783483297,9158,9158.5
1525783486145,9158,9158.5
1525783489992,9158,9158.5
1525783494166,9158,9158.5
1525783496730,9158,9158.5
1525783501179,9158,9158.5
1525783505287,9158,9158.5
1525783509725,9158,9158.5
1525783513419,9158,9158.5
1525783515506,9158,9158.5
1525783519811,9158,9158.5
1525783523276,9158,9158.5
1525783528005,9158,9158.5
1525783528005,9158,9158.5
1525783534960,9158,9158.5
1525783538838,9158,9158.5
1525783542742,9158,9158.5
1525783545158,9158,9158.5
1525783549461,9158,9158.5
1525783554289,9158,9158.5
1525783556925,9158,9158.5
1525783561346,9158,9158.5
1525783565275,9158,9158.5
1525783569290,9158,9158.5
1525783572095,9158,9158.5
1525783575761,9158,9158.5
1525783580298,9158,9158.5
1525783584056,9158,9158.5
1525783586448,9158,9158.5
1525783590539,9158,9158.5
1525783594378,9158,9158.5
1525783598151,9158,9158.5
1525783602517,9158,9158.5
1525783604994,9158,9158.5
1525783609717,9158,9158.5
1525783613904,9158,9158.5
1525783617265,9158,9158.5
1525783620422,9158,9158.5
1525783625194,9158,9158.5
1525783627838,9158,9158.7
1525783632279,9158,9158.7
1525783636808,9158,9158.7
1525783640680,9158,9158.7
1525783644154,9158,9158.7
1525783647451,9158,9158.7
1525783652511,9158,9158.7
1525783655042,9158,9158.7
1525783659699,9158.5,9158.7
1525783663167,9158.5,9158.7
1525783666104,9158.5,9158.7
1525783670466,9158.5,9158.699999
1525783673962,9158.5,9158.7
1525783677743,9158.5,9158.7
1525783681290,9158.5,9158.7
1525783681290,9158.5,9158.7
1525783691410,9158.5,9158.7
1525783694314,9158.5,9158.7
1525783698676,9158.5,9158.7
1525783701534,9158.5,9158.7
1525783706173,9158.5,9158.7
1525783709333,9158.5,9158.7
1525783712575,9158.5,9158.7
